name,description,genre
id-entify,Search for information related to a domain: Emails - IP addresses - Domains - Information on WEB technology - Type of Firewall - NS and MX records.,recon
idb,A tool to simplify some common tasks for iOS pentesting and research.,mobile
identywaf,Blind WAF identification tool.,webapp
idswakeup,A collection of tools that allows to test network intrusion detection systems.,recon
ifchk,A network interface promiscuous mode detection tool.,defensive
ifuzz,A binary file fuzzer with several options.,fuzzer
iheartxor,A tool for bruteforcing encoded strings within a boundary defined by a regular expression. It will bruteforce the key value range of 0x1 through 0x255.,cracker
iis-shortname-scanner,An IIS shortname Scanner.,scanner
iisbruteforcer,HTTP authentication cracker. It's a tool that launchs an online dictionary attack to test for weak or simple passwords against protected areas on an IIS Web server.,cracker
ike-scan,"A tool that uses IKE protocol to discover, fingerprint and test IPSec VPN servers",scanner
ikecrack,An IKE/IPSec crack tool designed to perform Pre-Shared-Key analysis of RFC compliant aggressive mode authentication,cracker
ikeforce,A command line IPSEC VPN brute forcing tool for Linux that allows group name/ID enumeration and XAUTH brute forcing capabilities.,cracker
ikeprobe,Determine vulnerabilities in the PSK implementation of the VPN server.,windows
ikeprober,"Tool crafting IKE initiator packets and allowing many options to be manually set. Useful to find overflows, error conditions and identifiyng vendors",fuzzer
ilo4-toolbox,Toolbox for HPE iLO4 analysis.,scanner
ilty,An interception phone system for VoIP network.,voip
imagegrep,Grep word in pdf or image based on OCR.,misc
imagejs,Small tool to package javascript into a valid image file.,binary
imagemounter,Command line utility and Python package to ease the (un)mounting of forensic disk images.,forensic
imhex,"A Hex Editor for Reverse Engineers, Programmers and people that value their eye sight when working at 3 AM.",misc
impacket,Collection of classes for working with network protocols,networking
impulse,Modern Denial-of-service ToolKit.,dos
inception,A FireWire physical memory manipulation and hacking tool exploiting IEEE 1394 SBP DMA.,exploitation
indx2csv,An advanced parser for INDX records.,forensic
indxcarver,Carve INDX records from a chunk of data.,forensic
indxparse,A Tool suite for inspecting NTFS artifacts.,forensic
inetsim,"A software suite for simulating common internet services in a lab environment, e.g. for analyzing the network behaviour of unknown malware samples.",defensive
infip,A python script that checks output from netstat against RBLs from Spamhaus.,scanner
infoga,"Tool for gathering e-mail accounts information from different public sources (search engines, pgp key servers).",recon
inguma,"A free penetration testing and vulnerability discovery toolkit entirely written in python. Framework includes modules to discover hosts, gather information about, fuzz targets, brute force usernames and passwords, exploits, and a disassembler.",cracker
injectus,CRLF and open redirect fuzzer.,webapp
innounp,Inno Setup Unpacker.,reversing
inquisitor,OSINT Gathering Tool for Companies and Organizations.,recon
insanity,Generate Payloads and Control Remote Machines .,exploitation
instagramosint,An Instagram Open Source Intelligence Tool.,social
instashell,Multi-threaded Instagram Brute Forcer without password limit.,cracker
intelplot,OSINT Tool to Mark Points on Offline Map.,recon
intensio-obfuscator,Obfuscate a python code 2 and 3.,misc
intercepter-ng,"A next generation sniffer including a lot of features: capturing passwords/hashes, sniffing chat messages, performing man-in-the-middle attacks, etc.",windows
interlace,"Easily turn single threaded command line applications into a fast, multi-threaded application with CIDR and glob support.",networking
interrogate,"A proof-of-concept tool for identification of cryptographic keys in binary material (regardless of target operating system), first and foremost for memory dump analysis and forensic usage.",forensic
intersect,Post-exploitation framework,automation
intrace,Traceroute-like application piggybacking on existing TCP connections,recon
inundator,"An ids evasion tool, used to anonymously inundate intrusion detection logs with false positives in order to obfuscate a real attack.",misc
inurlbr,"Advanced search in the search engines - Inurl scanner, dorker, exploiter.",scanner
inviteflood,Flood a device with INVITE requests,dos
invoke-cradlecrafter,PowerShell Remote Download Cradle Generator & Obfuscator.,automation
invoke-dosfuscation,Cmd.exe Command Obfuscation Generator & Detection Test Harness.,automation
invoke-obfuscation,PowerShell Obfuscator.,automation
inzider,This is a tool that lists processes in your Windows system and the ports each one listen on.,windows
iodine,Tunnel IPv4 data through a DNS server,tunnel
iosforensic,iOS forensic tool https://www.owasp.org/index.php/Projects/OWASP_iOSForensic,forensic
ip-https-tools,Tools for the IP over HTTPS (IP-HTTPS) Tunneling Protocol.,tunnel
ip-tracer,Track and retrieve any ip address information.,recon
ip2clue,A small memory/CPU footprint daemon to lookup country (and other info) based on IP (v4 and v6).,recon
ipaudit,Monitors network activity on a network.,networking
ipba2,IOS Backup Analyzer.,forensic
ipcountry,Fetches IPv4 ranges of given country in host and cidr format.,misc
ipdecap,"Can decapsulate traffic encapsulated within GRE, IPIP, 6in4, ESP (ipsec) protocols, and can also remove IEEE 802.1Q (virtual lan) header.",networking
iphoneanalyzer,Allows you to forensically examine or recover date from in iOS device.,forensic
ipmipwn,IPMI cipher 0 attack tool.,cracker
ipmitool,Command-line interface to IPMI-enabled devices,networking
ipobfuscator,A simple tool to convert the IP to a DWORD IP.,misc
ipscan,A very fast IP address and port scanner.,scanner
iptodomain,This tool extract domains from IP address based in the information saved in virustotal.,recon
iptv,Search and brute force illegal iptv server.,scanner
iputils,"Network monitoring tools, including ping",networking
ipv4bypass,Using IPv6 to Bypass Security.,networking
ipv666,Golang IPv6 address enumeration.,recon
ipv6toolkit,SI6 Networks' IPv6 Toolkit.,scanner
ircsnapshot,Tool to gather information from IRC servers.,recon
irpas,Internetwork Routing Protocol Attack Suite.,exploitation
isf,An exploitation framework based on Python.,exploitation
isip,"Interactive sip toolkit for packet manipulations, sniffing, man in the middle attacks, fuzzing, simulating of dos attacks.",voip
isme,"Scans a VOIP environment, adapts to enterprise VOIP, and exploits the possibilities of being connected directly to an IP Phone VLAN.",voip
isr-form,Simple html parsing tool that extracts all form related information and generates reports of the data. Allows for quick analyzing of data.,recon
issniff,Internet Session Sniffer.,sniffer
ivre,"Network recon framework based on Nmap, Masscan, Zeek (Bro), Argus, Netflow,...",recon
ivre-docs,"Network recon framework based on Nmap, Masscan, Zeek (Bro), Argus, Netflow,... (documentation)",recon
ivre-web,"Network recon framework based on Nmap, Masscan, Zeek (Bro), Argus, Netflow,... (web application)",recon
ja3,Standard for creating SSL client fingerprints in an easy to produce and shareable way.,crypto
jaadas,Joint Advanced Defect assEsment for android applications.,scanner
jackdaw,"Collect all information in your domain, show you graphs on how domain objects interact with each-other and how to exploit these interactions",recon
jad,Java decompiler,reversing
jadx,Command line and GUI tools to produce Java source code from Android Dex and APK files,decompiler
jaeles,The Swiss Army knife for automated Web Application Testing.,webapp
jaidam,"Penetration testing tool that would take as input a list of domain names, scan them, determine if wordpress or joomla platform was used and finally check them automatically, for web vulnerabilities using two well-known open source tools, WPScan and Joomscan.",webapp
jast,Just Another Screenshot Tool.,webapp
javasnoop,"A tool that lets you intercept methods, alter data and otherwise hack Java applications running on your computer",reversing
jboss-autopwn,A JBoss script for obtaining remote shell access.,exploitation
jbrofuzz,Web application protocol fuzzer that emerged from the needs of penetration testing.,fuzzer
jbrute,Open Source Security tool to audit hashed passwords.,cracker
jcrack,A utility to create dictionary files that will crack the default passwords of select wireless gateways,wireless
jd-cli,Command line Java Decompiler.,decompiler
jd-gui,A standalone graphical utility that displays Java source codes of .class files.,decompiler
jdeserialize,"A library that interprets Java serialized objects. It also comes with a command-line tool that can generate compilable class declarations, extract block data, and print textual representations of instance values.",webapp
jeangrey,A tool to perform differential fault analysis attacks (DFA).,cracker
jeb-android,Android decompiler.,reversing
jeb-arm,Arm decompiler.,reversing
jeb-intel,Intel decompiler.,reversing
jeb-mips,Mips decompiler.,reversing
