ProgramID,Name,Description,Tag
759,fl0p,"A passive L7 flow fingerprinter that examines TCP/UDP/ICMP packet sequences, can peek into cryptographic tunnels, can tell human beings and robots apart, and performs a couple of other infosec-related tricks.",fingerprint
760,flamerobin,A tool to handle Firebird database management.,database
761,flare,Flare processes an SWF and extracts all scripts from it.,misc
762,flare-floss,Obfuscated String Solver - Automatically extract obfuscated strings from malware.,malware
763,flashlight,Automated Information Gathering Tool for Penetration Testers.,recon
764,flashscanner,Flash XSS Scanner.,scanner
765,flashsploit,Exploitation Framework for ATtiny85 Based HID Attacks.,exploitation
766,flask-session-cookie-manager2,Decode and encode Flask session cookie.,web-app
767,flask-session-cookie-manager3,Decode and encode Flask session cookie.,web-app
768,flasm,Disassembler tool for SWF bytecode,reverse-eng
769,flawfinder,Searches through source code for potential security flaws,code-audit
770,flowinspect,A network traffic inspection tool.,networking
771,flunym0us,A Vulnerability Scanner for Wordpress and Moodle.,scanner
772,fluxion,A security auditing and social-engineering research tool.,social
773,flyr,Block-based software vulnerability fuzzing framework.,fuzzer
774,fockcache,Tool to make cache poisoning by trying X-Forwarded-Host and X-Forwarded-Scheme headers on web pages.,web-app
775,forager,Multithreaded threat Intelligence gathering utilizing.,recon
776,foremost,"Foremost is a forensic program to recover lost files based on their headers, footers, and internal data structures. Foremost can work on image files, such as those generated by dd, Safeback, Encase, etc, or directly on a drive. The headers and footers can be specified by a configuration file or you can use command line switches to specify built-in file types. These built-in types look at the data structures of a given file format allowing for a more reliable and faster recovery.",forensics
777,foresight,A tool for predicting the output of random number generators.,crypto
778,forkingportscanner,"Simple and fast forking port scanner written in perl. Can only scan on host at a time, the forking is done on the specified port range. Or on the default range of 1. Has the ability to scan UDP or TCP, defaults to tcp.",scanner
779,formatstringexploiter,Helper script for working with format string bugs.,exploitation
780,fpdns,Program that remotely determines DNS server versions.,fingerprint
781,fping,Utility to ping multiple hosts at once,networking
782,fport,Identify unknown open ports and their associated applications.,windows
783,fprotlogparser,"This is a utility to parse a F-Prot Anti Virus log file, in order to sort them into a malware archive for easier maintanence of your collection.",malware
784,fragroute,"fragroute intercepts, modifies, and rewrites egress traffic destined for a specified host, implementing most of the attacks described in the Secure Networks “Insertion, Evasion, and Denial of Service: Eluding Network Intrusion Detection” paper of January 1998.",recon
785,fragrouter,"Fragrouter is a network intrusion detection evasion toolkit. It implements most of the attacks described in the Secure Networks “Insertion, Evasion, and Denial of Service: Eluding Network Intrusion Detection” paper of January 1998.",recon
786,fraud-bridge,ICMP and DNS tunneling via IPv4 and IPv6.,tunnel
787,fred,Cross-platform M$ registry hive editor.,windows
788,freeipmi,"Sensor monitoring, system event monitoring, power control, and serial-over-LAN (SOL).",networking
789,freeradius,The premier open source RADIUS server,wireless
790,freeradius-wpe,A patch for the popular open-source FreeRADIUS implementation to demonstrate RADIUS impersonation vulnerabilities by Joshua Wright and Brad Antoniewicz. This patch adds the following functionality:,wireless
791,freewifi,How to get free wifi.,wireless
792,frida,"Dynamic instrumentation toolkit for developers, reverse-engineers, and security researchers.",reverse-eng
793,frida-extract,Frida.re based RunPE (and MapViewOfSection) extraction tool.,reverse-eng
794,frida-ios-dump,Pull decrypted ipa from jailbreak device.,mobile
795,frida-push,Wrapper tool to identify the remote device and push device specific frida-server binary,mobile
796,fridump,A universal memory dumper using Frida.,forensics
797,frisbeelite,A GUI-based USB device fuzzer.,fuzzer
798,f-scrack,A single file bruteforcer supports multi-protocol.,cracker
799,fs-exploit,Format string exploit generation.,exploitation
800,fsnoop,"A tool to monitor file operations on GNU/Linux systems by using the Inotify mechanism. Its primary purpose is to help detecting file race condition vulnerabilities and since version 3, to exploit them with loadable DSO modules (also called ""payload modules"" or ""paymods"").",scanner
801,fs-nyarl,A network takeover & forensic analysis tool - useful to advanced PenTest tasks & for fun and profit.,scanner
802,fssb,A low-level filesystem sandbox for Linux using syscall intercepts.,defensive
803,fstealer,Automates file system mirroring through remote file disclosure vulnerabilities on Linux machines.,automation
804,ftester,A tool designed for testing firewall filtering policies and Intrusion Detection System (IDS) capabilities.,fuzzer
805,ftp-fuzz,The master of all master fuzzing scripts specifically targeted towards FTP server software.,fuzzer
806,ftpmap,Scans remote FTP servers to identify what software and what versions they are running.,fingerprint
807,ftp-scanner,"Multithreaded ftp scanner/brute forcer. Tested on Linux, OpenBSD and Solaris.",cracker
808,ftpscout,Scans ftps for anonymous access.,scanner
809,ftp-spider,"FTP investigation tool - Scans ftp server for the following: reveal entire directory tree structures, detect anonymous access, detect directories with write permissions, find user specified data within repository.",scanner
810,fuddly,Fuzzing and Data Manipulation Framework (for GNU/Linux).,fuzzer
811,fuff,extensive fussing tool ,fuzzer
812,funkload,"FunkLoad is a functional and load web tester, written in Python, whose main use cases are:",web-app
813,fusil,A Python library used to write fuzzing programs.,fuzzer
814,fuxploider,Tool that automates the process of detecting and exploiting file upload forms flaws.,web-app
815,fuzzap,A python script for obfuscating wireless networks.,wireless
816,fuzzball2,A little fuzzer for TCP and IP options. It sends a bunch of more or less bogus packets to the host of your choice.,fuzzer
817,fuzzbunch,NSA Exploit framework,exploitation
818,fuzzdb,Attack and Discovery Pattern Dictionary for Application Fault Injection Testing.,fuzzer
819,fuzzdiff,"A simple tool designed to help out with crash analysis during fuzz testing. It selectively 'un-fuzzes' portions of a fuzzed file that is known to cause a crash, re-launches the targeted application, and sees if it still crashes.",fuzzer
820,fuzzowski,A Network Protocol Fuzzer made by NCCGroup based on Sulley and BooFuzz.,fuzzer
821,fuzztalk,An XML driven fuzz testing framework that emphasizes easy extensibility and reusability.,windows
822,g72x++,Decoder for the g72x++ codec.,wireless
823,gadgetinspector,A byte code analyzer for finding deserialization gadget chains in Java applications.,decompiler
824,gadgettojscript,.NET serialized gadgets that can trigger .NET assembly from JS/VBS/VBA based scripts.,exploitation
825,galleta,Galleta is a forensic tool that examines the content of cookie files produced by Microsofts Internet Explorer. It parses the file and outputs a field separated that can be loaded in a spreadsheet.,forensics
826,gasmask,All in one Information gathering tool - OSINT.,recon
827,gatecrasher,Network auditing and analysis tool developed in Python.,recon
828,gateway-finder,Gateway-finder is a scapy script that will help you determine which of the systems on the local LAN has IP forwarding enabled and which can reach the Internet.,network
829,gau,"Fetch known URLs from AlienVault's Open Threat Exchange, the Wayback Machine, and Common Crawl.",web-app
830,gcat,A fully featured backdoor that uses Gmail as a C&C server.,malware
831,gcpbucketbrute,"A script to enumerate Google Storage buckets, determine what access you have to them, and determine if they can be privilege escalated.",scanner
832,gcrypt,"Simple, secure and performance file encryption tool written in C",crypto
